source,target,type,source_type,target_type,0
531,2,reporta_a,cuadra,health_post,0.27181238
532,2,reporta_a,cuadra,health_post,0.23929328
533,1,reporta_a,cuadra,health_post,0.21580718
534,2,reporta_a,cuadra,health_post,0.22265212
535,2,reporta_a,cuadra,health_post,0.20894228
536,2,reporta_a,cuadra,health_post,0.20280293
537,2,reporta_a,cuadra,health_post,0.19653626
538,2,reporta_a,cuadra,health_post,0.24941571
539,2,reporta_a,cuadra,health_post,0.2624581
540,2,reporta_a,cuadra,health_post,0.2573239
541,2,reporta_a,cuadra,health_post,0.24593295
542,2,reporta_a,cuadra,health_post,0.22773606
543,2,reporta_a,cuadra,health_post,0.20991287
544,1,reporta_a,cuadra,health_post,0.22336607
545,2,reporta_a,cuadra,health_post,0.19204234
546,2,reporta_a,cuadra,health_post,0.22424594
547,2,reporta_a,cuadra,health_post,0.20614606
548,2,reporta_a,cuadra,health_post,0.18832193
549,2,reporta_a,cuadra,health_post,0.17597951
550,2,reporta_a,cuadra,health_post,0.25310117
551,2,reporta_a,cuadra,health_post,0.23934668
552,2,reporta_a,cuadra,health_post,0.22101717
553,2,reporta_a,cuadra,health_post,0.20278616
554,2,reporta_a,cuadra,health_post,0.18472984
555,2,reporta_a,cuadra,health_post,0.17088206
