attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,cuadra_id
0.59485483,0.43802574,0.0,1.0,0.0,0.0,1.0,0.0,1048
0.5995952,0.44692305,0.0,1.0,0.0,0.0,1.0,0.0,1049
0.60431236,0.44698638,0.0,1.0,0.0,0.0,1.0,0.0,1050
0.6089282,0.44785774,0.0,1.0,0.0,0.0,1.0,0.0,1051
0.6135878,0.44830412,0.0,1.0,0.0,0.0,1.0,0.0,1052
0.618292,0.44852898,0.0,1.0,0.0,0.0,1.0,0.0,1053
0.6180903,0.43709835,0.0,1.0,0.0,0.0,1.0,0.0,1054
0.6133575,0.43721044,0.0,1.0,0.0,0.0,1.0,0.0,1055
0.6086958,0.43723887,0.0,1.0,0.0,0.0,1.0,0.0,1056
0.57686186,0.4539785,0.0,1.0,0.0,0.0,1.0,0.0,1057
0.59105057,0.45878625,0.0,1.0,0.0,0.0,1.0,0.0,1058
0.5976265,0.4542546,0.0,1.0,0.0,0.0,1.0,0.0,1059
0.6046366,0.45402664,0.0,1.0,0.0,0.0,1.0,0.0,1060
0.6047617,0.45740965,0.0,1.0,0.0,0.0,1.0,0.0,1061
0.5977108,0.45753616,0.0,1.0,0.0,0.0,1.0,0.0,1062
0.5977582,0.46632716,0.0,1.0,0.0,0.0,1.0,0.0,1063
0.6050334,0.46629506,0.0,1.0,0.0,0.0,1.0,0.0,1064
0.60971457,0.4640561,0.0,1.0,0.0,0.0,1.0,0.0,1065
0.61507654,0.4661168,0.0,1.0,0.0,0.0,1.0,0.0,1066
0.61492527,0.46158907,0.0,1.0,0.0,0.0,1.0,0.0,1067
0.57706815,0.4590339,0.0,1.0,0.0,0.0,1.0,0.0,1068
0.61370516,0.45705062,0.0,1.0,0.0,0.0,0.0,0.0,1069
0.57718885,0.46583113,0.0,1.0,0.0,0.0,1.0,0.0,1070
0.58221126,0.46564546,0.0,1.0,0.0,0.0,1.0,0.0,1071
0.58209133,0.45897058,0.0,1.0,0.0,0.0,1.0,0.0,1072
0.5838532,0.45419815,0.0,1.0,0.0,0.0,1.0,0.0,1073
0.58657277,0.45889562,0.0,1.0,0.0,0.0,1.0,0.0,1074
0.5866977,0.46554038,0.0,1.0,0.0,0.0,1.0,0.0,1075
0.59118885,0.46570602,0.0,1.0,0.0,0.0,1.0,0.0,1076
0.57635254,0.47315758,0.0,1.0,0.0,0.0,1.0,0.0,1077
0.6002575,0.47835833,0.0,1.0,0.0,0.0,1.0,0.0,1078
0.6003801,0.47260526,0.0,1.0,0.0,0.0,1.0,0.0,1079
0.6051417,0.47253925,0.0,1.0,0.0,0.0,1.0,0.0,1080
0.6098541,0.47156528,0.0,1.0,0.0,0.0,1.0,0.0,1081
0.6119772,0.47966975,0.0,1.0,0.0,0.0,1.0,0.0,1082
0.61870533,0.47220314,0.0,1.0,0.0,0.0,1.0,0.0,1083
0.6302825,0.47849545,0.0,1.0,0.0,0.0,0.0,1.0,1084
0.64574635,0.47663477,0.0,1.0,0.0,0.0,0.0,1.0,1085
0.62507564,0.47214472,0.0,1.0,0.0,0.0,1.0,0.0,1086
0.5792171,0.47861433,0.0,1.0,0.0,0.0,1.0,0.0,1087
0.6247628,0.46182004,0.0,1.0,0.0,0.0,1.0,0.0,1088
0.6292945,0.46168128,0.0,1.0,0.0,0.0,1.0,0.0,1089
0.6337767,0.46527582,0.0,1.0,0.0,0.0,1.0,0.0,1090
0.6338483,0.45855263,0.0,1.0,0.0,0.0,1.0,0.0,1091
0.63885546,0.46164048,0.0,1.0,0.0,0.0,1.0,0.0,1092
0.6433222,0.46154806,0.0,1.0,0.0,0.0,1.0,0.0,1093
0.6477009,0.46134788,0.0,1.0,0.0,0.0,1.0,0.0,1094
0.6521351,0.4653981,0.0,1.0,0.0,0.0,1.0,0.0,1095
0.65217847,0.45777503,0.0,1.0,0.0,0.0,1.0,0.0,1096
0.6573364,0.46129364,0.0,1.0,0.0,0.0,1.0,0.0,1097
0.58245724,0.47293833,0.0,1.0,0.0,0.0,1.0,0.0,1098
0.6617518,0.46126413,0.0,1.0,0.0,0.0,0.0,1.0,1099
0.6662521,0.4611773,0.0,1.0,0.0,0.0,0.0,1.0,1100
0.60017586,0.48316497,0.0,1.0,0.0,0.0,0.0,0.0,1101
0.61249316,0.4837474,0.0,1.0,0.0,0.0,1.0,0.0,1102
0.6304332,0.4829958,0.0,1.0,0.0,0.0,0.0,1.0,1103
0.64173764,0.48143682,0.0,1.0,0.0,0.0,0.0,1.0,1104
0.6492199,0.4814245,0.0,1.0,0.0,0.0,0.0,1.0,1105
0.65519273,0.4810765,0.0,1.0,0.0,0.0,0.0,1.0,1106
0.6483345,0.4787841,0.0,1.0,0.0,0.0,0.0,1.0,1107
0.58701694,0.47287303,0.0,1.0,0.0,0.0,1.0,0.0,1108
0.5868915,0.47769445,0.0,1.0,0.0,0.0,1.0,0.0,1109
0.591625,0.47798863,0.0,1.0,0.0,0.0,0.0,0.0,1110
0.5914779,0.47282106,0.0,1.0,0.0,0.0,1.0,0.0,1111
0.595957,0.47274038,0.0,1.0,0.0,0.0,1.0,0.0,1112
0.5959894,0.4784815,0.0,1.0,0.0,0.0,1.0,0.0,1113
0.6243189,0.43694857,0.0,1.0,0.0,0.0,1.0,0.0,1114
0.67032063,0.43731853,0.0,1.0,0.0,0.0,1.0,0.0,1115
0.67513096,0.4382581,0.0,1.0,0.0,0.0,1.0,0.0,1116
0.6831421,0.44387922,0.0,1.0,0.0,0.0,0.0,1.0,1117
0.6798247,0.44417286,0.0,1.0,0.0,0.0,0.0,1.0,1118
0.6752393,0.4451685,0.0,1.0,0.0,0.0,1.0,0.0,1119
0.6705639,0.44627947,0.0,1.0,0.0,0.0,1.0,0.0,1120
0.6614922,0.44753325,0.0,1.0,0.0,0.0,1.0,0.0,1121
0.6568763,0.4475147,0.0,1.0,0.0,0.0,1.0,0.0,1122
0.6288328,0.43696284,0.0,1.0,0.0,0.0,1.0,0.0,1123
0.652278,0.44768062,0.0,1.0,0.0,0.0,1.0,0.0,1124
0.64763135,0.4476941,0.0,1.0,0.0,0.0,1.0,0.0,1125
0.63374656,0.44812068,0.0,1.0,0.0,0.0,1.0,0.0,1126
0.62910765,0.4482064,0.0,1.0,0.0,0.0,1.0,0.0,1127
0.624603,0.44840816,0.0,1.0,0.0,0.0,1.0,0.0,1128
0.6565569,0.4362923,0.0,1.0,0.0,0.0,1.0,0.0,1129
0.63355124,0.43678305,0.0,1.0,0.0,0.0,1.0,0.0,1130
0.63811815,0.4367116,0.0,1.0,0.0,0.0,1.0,0.0,1131
0.6426585,0.43657848,0.0,1.0,0.0,0.0,1.0,0.0,1132
0.6473713,0.4365272,0.0,1.0,0.0,0.0,1.0,0.0,1133
0.6519349,0.4364091,0.0,1.0,0.0,0.0,1.0,0.0,1134
0.66120344,0.4361497,0.0,1.0,0.0,0.0,1.0,0.0,1135
0.6657979,0.43666813,0.0,1.0,0.0,0.0,1.0,0.0,1136
0.657322,0.4715159,0.0,1.0,0.0,0.0,1.0,0.0,1137
0.70010346,0.4572878,0.0,1.0,0.0,0.0,0.0,1.0,1138
0.69565594,0.45730183,0.0,1.0,0.0,0.0,0.0,1.0,1139
0.6912522,0.45742306,0.0,1.0,0.0,0.0,0.0,1.0,1140
0.68679184,0.4574947,0.0,1.0,0.0,0.0,0.0,1.0,1141
0.686691,0.44959664,0.0,1.0,0.0,0.0,0.0,1.0,1142
0.6911345,0.44958183,0.0,1.0,0.0,0.0,0.0,1.0,1143
0.69551265,0.44948745,0.0,1.0,0.0,0.0,0.0,1.0,1144
0.7000492,0.44934842,0.0,1.0,0.0,0.0,0.0,1.0,1145
0.6999615,0.44343138,0.0,1.0,0.0,0.0,0.0,1.0,1146
0.6954113,0.44359133,0.0,1.0,0.0,0.0,0.0,1.0,1147
0.661688,0.47085336,0.0,1.0,0.0,0.0,0.0,1.0,1148
0.6910323,0.44377884,0.0,1.0,0.0,0.0,0.0,1.0,1149
0.6866146,0.44376606,0.0,1.0,0.0,0.0,0.0,1.0,1150
0.7051186,0.44677615,0.0,1.0,0.0,0.0,0.0,1.0,1151
0.7052984,0.46174634,0.0,1.0,0.0,0.0,0.0,1.0,1152
0.6661799,0.47003895,0.0,1.0,0.0,0.0,0.0,1.0,1153
0.6793608,0.46965563,0.0,1.0,0.0,0.0,0.0,1.0,1154
0.68694,0.4638171,0.0,1.0,0.0,0.0,0.0,1.0,1155
0.691393,0.46384543,0.0,1.0,0.0,0.0,0.0,1.0,1156
0.6958393,0.46370247,0.0,1.0,0.0,0.0,0.0,1.0,1157
0.7002456,0.463684,0.0,1.0,0.0,0.0,0.0,1.0,1158
0.69656587,0.46942735,0.0,1.0,0.0,0.0,0.0,1.0,1159
0.66195065,0.4797385,0.0,1.0,0.0,0.0,0.0,1.0,1160
0.6667668,0.47952732,0.0,1.0,0.0,0.0,0.0,1.0,1161
0.6716471,0.4798455,0.0,1.0,0.0,0.0,0.0,1.0,1162
0.6768743,0.48260996,0.0,1.0,0.0,0.0,0.0,1.0,1163
0.67911905,0.48157248,0.0,1.0,0.0,0.0,0.0,1.0,1164
0.6847676,0.48573077,0.0,1.0,0.0,0.0,0.0,1.0,1165
0.6941677,0.49144888,0.0,1.0,0.0,0.0,0.0,1.0,1166
0.7137189,0.46867016,0.0,1.0,0.0,0.0,0.0,1.0,1167
0.7063491,0.469173,0.0,1.0,0.0,0.0,0.0,1.0,1168
0.7159529,0.47336426,0.0,1.0,0.0,0.0,0.0,1.0,1169
0.7061923,0.4738019,0.0,1.0,0.0,0.0,0.0,1.0,1170
0.6962449,0.47402847,0.0,1.0,0.0,0.0,0.0,1.0,1171
0.6821877,0.4744522,0.0,1.0,0.0,0.0,0.0,1.0,1172
0.67133087,0.47460195,0.0,1.0,0.0,0.0,0.0,1.0,1173
0.6664823,0.47467086,0.0,1.0,0.0,0.0,0.0,0.0,1174
0.66247857,0.4756018,0.0,1.0,0.0,0.0,0.0,1.0,1175
0.6837536,0.4788558,0.0,1.0,0.0,0.0,0.0,1.0,1176
0.7145436,0.4829419,0.0,1.0,0.0,0.0,0.0,1.0,1177
0.7151249,0.48759925,0.0,1.0,0.0,0.0,0.0,1.0,1178
0.7176825,0.49674538,0.0,1.0,0.0,0.0,0.0,1.0,1179
0.7068875,0.49688965,0.0,1.0,0.0,0.0,0.0,1.0,1180
0.70899665,0.50184846,0.0,1.0,0.0,0.0,0.0,1.0,1181
0.71890295,0.50112927,0.0,1.0,0.0,0.0,0.0,1.0,1182
0.7198752,0.5054986,0.0,1.0,0.0,0.0,0.0,1.0,1183
0.7305416,0.5033593,0.0,1.0,0.0,0.0,0.0,1.0,1184
0.6962625,0.4787855,0.0,1.0,0.0,0.0,0.0,1.0,1185
0.7276376,0.4964202,0.0,1.0,0.0,0.0,0.0,1.0,1186
0.72174406,0.4835702,0.0,1.0,0.0,0.0,0.0,1.0,1187
0.7025586,0.49916077,0.0,1.0,0.0,0.0,0.0,1.0,1188
0.7056855,0.50174636,0.0,1.0,0.0,0.0,0.0,1.0,1189
0.6944914,0.48330072,0.0,1.0,0.0,0.0,0.0,1.0,1190
0.6967399,0.48829305,0.0,1.0,0.0,0.0,0.0,1.0,1191
0.7058737,0.49243733,0.0,1.0,0.0,0.0,0.0,1.0,1192
0.70572484,0.48776078,0.0,1.0,0.0,0.0,0.0,1.0,1193
0.7060899,0.48322144,0.0,1.0,0.0,0.0,0.0,1.0,1194
0.7060568,0.47848642,0.0,1.0,0.0,0.0,0.0,1.0,1195
0.71402174,0.47821644,0.0,1.0,0.0,0.0,0.0,1.0,1196
0.717761,0.53716636,0.0,1.0,0.0,0.0,0.0,1.0,1197
0.7289887,0.54324603,0.0,1.0,0.0,0.0,0.0,1.0,1198
0.7264465,0.54745334,0.0,1.0,0.0,0.0,0.0,1.0,1199
0.71913797,0.5412797,0.0,1.0,0.0,0.0,0.0,1.0,1200
0.711144,0.5362007,0.0,1.0,0.0,0.0,0.0,1.0,1201
0.73464966,0.546358,0.0,1.0,0.0,0.0,0.0,1.0,1202
0.737842,0.5407139,0.0,1.0,0.0,0.0,0.0,1.0,1203
0.7357302,0.53656864,0.0,1.0,0.0,0.0,0.0,1.0,1204
0.7380113,0.5327122,0.0,1.0,0.0,0.0,0.0,1.0,1205
0.6996856,0.52581424,0.0,1.0,0.0,0.0,0.0,1.0,1206
0.7040203,0.532433,0.0,1.0,0.0,0.0,0.0,1.0,1207
0.69887406,0.5301331,0.0,1.0,0.0,0.0,0.0,1.0,1208
0.694578,0.5288175,0.0,1.0,0.0,0.0,0.0,1.0,1209
0.6905763,0.5272156,0.0,1.0,0.0,0.0,0.0,1.0,1210
0.659012,0.51239145,0.0,1.0,0.0,0.0,0.0,1.0,1211
0.6632442,0.49022064,0.0,1.0,0.0,0.0,0.0,1.0,1212
0.6759327,0.48767266,0.0,1.0,0.0,0.0,0.0,0.0,1213
0.6649958,0.51605165,0.0,1.0,0.0,0.0,0.0,1.0,1214
0.6715882,0.51844335,0.0,1.0,0.0,0.0,0.0,1.0,1215
0.6780292,0.5208207,0.0,1.0,0.0,0.0,0.0,1.0,1216
0.6844214,0.5230336,0.0,1.0,0.0,0.0,0.0,1.0,1217
0.68268657,0.51352257,0.0,1.0,0.0,0.0,0.0,0.0,1218
0.675076,0.50878,0.0,1.0,0.0,0.0,0.0,1.0,1219
0.6687428,0.5058074,0.0,1.0,0.0,0.0,0.0,1.0,1220
0.6621373,0.5042734,0.0,1.0,0.0,0.0,0.0,1.0,1221
0.7260856,0.5283364,0.0,1.0,0.0,0.0,0.0,1.0,1222
0.6926279,0.49940616,0.0,1.0,0.0,0.0,0.0,0.0,1223
0.7221581,0.53083897,0.0,1.0,0.0,0.0,0.0,1.0,1224
0.7167591,0.5241308,0.0,1.0,0.0,0.0,0.0,1.0,1225
0.71482086,0.527634,0.0,1.0,0.0,0.0,0.0,1.0,1226
0.7053783,0.5173469,0.0,1.0,0.0,0.0,0.0,1.0,1227
0.7038703,0.5201933,0.0,1.0,0.0,0.0,0.0,1.0,1228
0.6952926,0.508395,0.0,1.0,0.0,0.0,0.0,1.0,1229
0.69421995,0.5113799,0.0,1.0,0.0,0.0,0.0,1.0,1230
0.69555634,0.5024991,0.0,1.0,0.0,0.0,0.0,0.0,1231
0.6433018,0.54976547,0.0,1.0,0.0,0.0,0.0,1.0,1232
0.64949197,0.5522721,0.0,1.0,0.0,0.0,0.0,1.0,1233
0.6547768,0.55509716,0.0,1.0,0.0,0.0,0.0,1.0,1234
0.6456827,0.5616931,0.0,1.0,0.0,0.0,0.0,1.0,1235
0.64012676,0.557986,0.0,1.0,0.0,0.0,0.0,1.0,1236
0.689317,0.5383071,0.0,1.0,0.0,0.0,0.0,1.0,1237
0.6825158,0.5430224,0.0,1.0,0.0,0.0,0.0,1.0,1238
0.6745653,0.5418823,0.0,1.0,0.0,0.0,0.0,1.0,1239
0.6665505,0.54922426,0.0,1.0,0.0,0.0,0.0,1.0,1240
0.6548358,0.5612482,0.0,1.0,0.0,0.0,0.0,1.0,1241
0.65082026,0.53174853,0.0,1.0,0.0,0.0,0.0,1.0,1242
0.657203,0.5343623,0.0,1.0,0.0,0.0,0.0,1.0,1243
0.66340864,0.53709364,0.0,1.0,0.0,0.0,0.0,1.0,1244
0.6696172,0.53914094,0.0,1.0,0.0,0.0,0.0,1.0,1245
0.66476864,0.5463914,0.0,1.0,0.0,0.0,0.0,0.0,1246
0.65951204,0.54612416,0.0,1.0,0.0,0.0,0.0,1.0,1247
0.6469045,0.54087967,0.0,1.0,0.0,0.0,0.0,1.0,1248
0.6304174,0.5128928,0.0,1.0,0.0,0.0,0.0,1.0,1249
0.62913126,0.5353667,0.0,1.0,0.0,0.0,0.0,1.0,1250
0.6370779,0.53868073,0.0,1.0,0.0,0.0,0.0,1.0,1251
0.6357701,0.54933894,0.0,1.0,0.0,0.0,0.0,1.0,1252
0.6311914,0.5457177,0.0,1.0,0.0,0.0,0.0,1.0,1253
0.62826926,0.5413464,0.0,1.0,0.0,0.0,0.0,1.0,1254
0.637533,0.51603633,0.0,1.0,0.0,0.0,0.0,1.0,1255
0.6425272,0.5186309,0.0,1.0,0.0,0.0,0.0,1.0,1256
0.64766085,0.5208567,0.0,1.0,0.0,0.0,0.0,0.0,1257
0.643637,0.53071463,0.0,1.0,0.0,0.0,0.0,1.0,1258
0.6394011,0.5259257,0.0,1.0,0.0,0.0,0.0,1.0,1259
0.6341482,0.523522,0.0,1.0,0.0,0.0,0.0,1.0,1260
0.6289971,0.5209257,0.0,1.0,0.0,0.0,0.0,1.0,1261
0.63029325,0.52953994,0.0,1.0,0.0,0.0,0.0,1.0,1262
0.62719196,0.49284312,0.0,1.0,0.0,0.0,0.0,1.0,1263
0.64271003,0.5033814,0.0,1.0,0.0,0.0,0.0,1.0,1264
0.6480598,0.5052358,0.0,1.0,0.0,0.0,0.0,1.0,1265
0.65366286,0.50644696,0.0,1.0,0.0,0.0,0.0,1.0,1266
0.6563142,0.49051577,0.0,1.0,0.0,0.0,0.0,1.0,1267
0.650531,0.49081624,0.0,1.0,0.0,0.0,0.0,1.0,1268
0.6441232,0.49124822,0.0,1.0,0.0,0.0,0.0,1.0,1269
0.6375523,0.4913118,0.0,1.0,0.0,0.0,0.0,1.0,1270
0.63176584,0.49222738,0.0,1.0,0.0,0.0,0.0,1.0,1271
0.6051598,0.5034084,0.0,1.0,0.0,0.0,0.0,1.0,1272
0.5943995,0.50996876,0.0,1.0,0.0,0.0,0.0,1.0,1273
0.59320945,0.5201625,0.0,1.0,0.0,0.0,0.0,1.0,1274
0.5931502,0.4895367,0.0,1.0,0.0,0.0,0.0,1.0,1275
0.59631443,0.49304265,0.0,1.0,0.0,0.0,0.0,1.0,1276
0.59729576,0.4906386,0.0,1.0,0.0,0.0,0.0,1.0,1277
0.59722584,0.48743698,0.0,1.0,0.0,0.0,0.0,1.0,1278
0.60812056,0.49210328,0.0,1.0,0.0,0.0,0.0,1.0,1279
0.61052155,0.49012575,0.0,1.0,0.0,0.0,0.0,1.0,1280
0.61769855,0.49342763,0.0,1.0,0.0,0.0,0.0,1.0,1281
0.6113176,0.51423573,0.0,1.0,0.0,0.0,0.0,1.0,1282
0.6165636,0.5165419,0.0,1.0,0.0,0.0,0.0,1.0,1283
0.61534953,0.5233471,0.0,1.0,0.0,0.0,0.0,1.0,1284
0.61434346,0.52918035,0.0,1.0,0.0,0.0,0.0,1.0,1285
0.6039296,0.524609,0.0,1.0,0.0,0.0,0.0,1.0,1286
0.60504067,0.51437974,0.0,1.0,0.0,0.0,0.0,1.0,1287
0.6008077,0.50982744,0.0,1.0,0.0,0.0,0.0,1.0,1288
0.58499205,0.49419054,0.0,1.0,0.0,0.0,0.0,1.0,1289
0.5766535,0.5009296,0.0,1.0,0.0,0.0,0.0,0.0,1290
0.58115554,0.5028205,0.0,1.0,0.0,0.0,0.0,1.0,1291
0.5863272,0.5053031,0.0,1.0,0.0,0.0,0.0,1.0,1292
0.58006614,0.5115894,0.0,1.0,0.0,0.0,0.0,1.0,1293
0.5814643,0.5168041,0.0,1.0,0.0,0.0,0.0,1.0,1294
0.57421076,0.51366204,0.0,1.0,0.0,0.0,0.0,1.0,1295
0.5731585,0.5087816,0.0,1.0,0.0,0.0,0.0,1.0,1296
0.56815374,0.50852007,0.0,1.0,0.0,0.0,0.0,1.0,1297
0.5642359,0.50635624,0.0,1.0,0.0,0.0,0.0,1.0,1298
0.56005466,0.5042195,0.0,1.0,0.0,0.0,0.0,1.0,1299
0.5806573,0.49159932,0.0,1.0,0.0,0.0,0.0,1.0,1300
0.5559242,0.5020038,0.0,1.0,0.0,0.0,0.0,1.0,1301
0.55926776,0.50874436,0.0,1.0,0.0,0.0,0.0,1.0,1302
0.5739437,0.48889828,0.0,1.0,0.0,0.0,0.0,1.0,1303
0.564273,0.48652437,0.0,1.0,0.0,0.0,0.0,1.0,1304
0.56325215,0.48227647,0.0,1.0,0.0,0.0,0.0,1.0,1305
0.5636194,0.49565184,0.0,1.0,0.0,0.0,0.0,1.0,1306
0.5680309,0.4972045,0.0,1.0,0.0,0.0,0.0,1.0,1307
0.5722534,0.4989431,0.0,1.0,0.0,0.0,0.0,1.0,1308
0.5070153,0.4946737,0.0,1.0,0.0,0.0,1.0,0.0,1309
0.5121329,0.48805785,0.0,1.0,0.0,0.0,1.0,0.0,1310
0.53574425,0.4931121,0.0,1.0,0.0,0.0,0.0,1.0,1311
0.54338783,0.49633163,0.0,1.0,0.0,0.0,0.0,1.0,1312
0.5508346,0.49954528,0.0,1.0,0.0,0.0,0.0,1.0,1313
0.55363566,0.49289182,0.0,1.0,0.0,0.0,0.0,1.0,1314
0.5489414,0.49162906,0.0,1.0,0.0,0.0,0.0,1.0,1315
0.54452777,0.49050635,0.0,1.0,0.0,0.0,0.0,1.0,1316
0.53252083,0.4863276,0.0,1.0,0.0,0.0,0.0,1.0,1317
0.50956756,0.4918728,0.0,1.0,0.0,0.0,1.0,0.0,1318
0.52293515,0.48031473,0.0,1.0,0.0,0.0,1.0,0.0,1319
0.52620375,0.47579795,0.0,1.0,0.0,0.0,1.0,0.0,1320
0.5364806,0.48170406,0.0,1.0,0.0,0.0,1.0,0.0,1321
0.5468727,0.4840779,0.0,1.0,0.0,0.0,0.0,1.0,1322
0.5554371,0.48523727,0.0,1.0,0.0,0.0,0.0,1.0,1323
0.55606395,0.4804613,0.0,1.0,0.0,0.0,0.0,1.0,1324
0.5515882,0.4765272,0.0,1.0,0.0,0.0,0.0,1.0,1325
0.54397285,0.47881636,0.0,1.0,0.0,0.0,0.0,1.0,1326
0.537824,0.4776592,0.0,1.0,0.0,0.0,0.0,1.0,1327
0.5160959,0.49469528,0.0,1.0,0.0,0.0,1.0,0.0,1328
0.5287962,0.47248942,0.0,1.0,0.0,0.0,1.0,0.0,1329
0.52013016,0.4959783,0.0,1.0,0.0,0.0,1.0,0.0,1330
0.53380316,0.5012163,0.0,1.0,0.0,0.0,0.0,1.0,1331
0.54925513,0.50339055,0.0,1.0,0.0,0.0,0.0,1.0,1332
0.54127824,0.5004602,0.0,1.0,0.0,0.0,0.0,1.0,1333
0.5306535,0.49590495,0.0,1.0,0.0,0.0,0.0,1.0,1334
0.52054733,0.49160397,0.0,1.0,0.0,0.0,1.0,0.0,1335
0.4953722,0.4920368,0.0,1.0,0.0,0.0,1.0,0.0,1336
0.49783325,0.48920688,0.0,1.0,0.0,0.0,1.0,0.0,1337
0.4997581,0.4867192,0.0,1.0,0.0,0.0,1.0,0.0,1338
0.50172883,0.48419556,0.0,1.0,0.0,0.0,1.0,0.0,1339
0.5053322,0.4797297,0.0,1.0,0.0,0.0,1.0,0.0,1340
0.51184404,0.4704449,0.0,1.0,0.0,0.0,1.0,0.0,1341
0.4814015,0.47944057,0.0,1.0,0.0,0.0,1.0,0.0,1342
0.48532856,0.4719548,0.0,1.0,0.0,0.0,1.0,0.0,1343
0.48115826,0.47008696,0.0,1.0,0.0,0.0,1.0,0.0,1344
0.47730303,0.477122,0.0,1.0,0.0,0.0,1.0,0.0,1345
0.47330597,0.47483125,0.0,1.0,0.0,0.0,1.0,0.0,1346
0.47681922,0.46855748,0.0,1.0,0.0,0.0,1.0,0.0,1347
0.4690868,0.47266626,0.0,1.0,0.0,0.0,1.0,0.0,1348
0.46370974,0.47230077,0.0,1.0,0.0,0.0,1.0,0.0,1349
0.45605704,0.47662848,0.0,1.0,0.0,0.0,1.0,0.0,1350
0.4599003,0.4794025,0.0,1.0,0.0,0.0,1.0,0.0,1351
0.50891346,0.47416356,0.0,1.0,0.0,0.0,1.0,0.0,1352
0.46443018,0.48102677,0.0,1.0,0.0,0.0,1.0,0.0,1353
0.4690366,0.48243412,0.0,1.0,0.0,0.0,1.0,0.0,1354
0.47306964,0.48424202,0.0,1.0,0.0,0.0,1.0,0.0,1355
0.4630283,0.48763847,0.0,1.0,0.0,0.0,1.0,0.0,1356
0.478552,0.49471155,0.0,1.0,0.0,0.0,1.0,0.0,1357
0.4851291,0.49139726,0.0,1.0,0.0,0.0,1.0,0.0,1358
0.48999014,0.49454218,0.0,1.0,0.0,0.0,1.0,0.0,1359
0.48586434,0.49967718,0.0,1.0,0.0,0.0,1.0,0.0,1360
0.4984349,0.47241345,0.0,1.0,0.0,0.0,1.0,0.0,1361
0.49797475,0.4784293,0.0,1.0,0.0,0.0,1.0,0.0,1362
0.4933694,0.4865569,0.0,1.0,0.0,0.0,1.0,0.0,1363
0.48940262,0.48402825,0.0,1.0,0.0,0.0,1.0,0.0,1364
0.49360034,0.4763893,0.0,1.0,0.0,0.0,1.0,0.0,1365
0.48949128,0.47421873,0.0,1.0,0.0,0.0,1.0,0.0,1366
0.48537096,0.48166132,0.0,1.0,0.0,0.0,1.0,0.0,1367
0.3920969,0.57900876,0.0,1.0,0.0,1.0,0.0,0.0,1368
0.417003,0.52111495,0.0,1.0,0.0,1.0,0.0,0.0,1369
0.41974592,0.5046625,0.0,1.0,0.0,1.0,0.0,0.0,1370
0.4577641,0.5243998,0.0,1.0,0.0,0.0,0.0,0.0,1371
0.50297356,0.55414224,0.0,1.0,0.0,0.0,0.0,1.0,1372
0.49009925,0.5448995,0.0,1.0,0.0,0.0,0.0,1.0,1373
0.47307864,0.5335076,0.0,1.0,0.0,0.0,0.0,1.0,1374
0.47026092,0.5354852,0.0,1.0,0.0,0.0,0.0,1.0,1375
0.4855799,0.54775685,0.0,1.0,0.0,0.0,0.0,1.0,1376
0.49298543,0.55334866,0.0,1.0,0.0,0.0,0.0,1.0,1377
0.4958104,0.5557763,0.0,1.0,0.0,0.0,0.0,1.0,1378
0.4986401,0.55796117,0.0,1.0,0.0,0.0,0.0,1.0,1379
0.5014257,0.56019914,0.0,1.0,0.0,0.0,0.0,1.0,1380
0.5044648,0.5645335,0.0,1.0,0.0,0.0,0.0,1.0,1381
0.50725764,0.56155825,0.0,1.0,0.0,0.0,0.0,1.0,1382
0.4646925,0.49311244,0.0,1.0,0.0,0.0,1.0,0.0,1383
0.4695075,0.49572942,0.0,1.0,0.0,0.0,1.0,0.0,1384
0.47626832,0.50201,0.0,1.0,0.0,0.0,1.0,0.0,1385
0.471484,0.5102922,0.0,1.0,0.0,0.0,1.0,0.0,1386
0.46491593,0.51634693,0.0,1.0,0.0,0.0,1.0,0.0,1387
0.45901906,0.51665586,0.0,1.0,0.0,0.0,1.0,0.0,1388
0.46146125,0.51239073,0.0,1.0,0.0,0.0,1.0,0.0,1389
0.46708205,0.50636804,0.0,1.0,0.0,0.0,1.0,0.0,1390
0.4583537,0.5076516,0.0,1.0,0.0,0.0,0.0,0.0,1391
0.48323274,0.51117915,0.0,1.0,0.0,0.0,1.0,0.0,1392
0.513985,0.53257316,0.0,1.0,0.0,0.0,1.0,0.0,1393
0.52195406,0.5400108,0.0,1.0,0.0,0.0,1.0,0.0,1394
0.51878774,0.54415864,0.0,1.0,0.0,0.0,1.0,0.0,1395
0.5087495,0.54930425,0.0,1.0,0.0,0.0,1.0,0.0,1396
0.5145901,0.5503674,0.0,1.0,0.0,0.0,1.0,0.0,1397
0.5175981,0.5526745,0.0,1.0,0.0,0.0,1.0,0.0,1398
0.5123729,0.5556227,0.0,1.0,0.0,0.0,1.0,0.0,1399
0.50565773,0.55102587,0.0,1.0,0.0,0.0,1.0,0.0,1400
0.50660783,0.5439345,0.0,1.0,0.0,0.0,1.0,0.0,1401
0.48665679,0.50807166,0.0,1.0,0.0,0.0,1.0,0.0,1402
0.5028709,0.5409237,0.0,1.0,0.0,0.0,1.0,0.0,1403
0.49914154,0.53815955,0.0,1.0,0.0,0.0,1.0,0.0,1404
0.4915376,0.5384354,0.0,1.0,0.0,0.0,1.0,0.0,1405
