attr0,attr1,attr2,attr3,attr4,attr5,attr6,attr7,cuadra_id
0.31067422,0.4158371,0.0,1.0,0.0,0.0,1.0,0.0,115
0.33158717,0.42714924,0.0,1.0,0.0,0.0,1.0,0.0,116
0.34459788,0.44582242,0.0,1.0,0.0,0.0,0.0,0.0,117
0.3238882,0.43913594,0.0,1.0,0.0,0.0,1.0,0.0,118
0.27532542,0.39199287,0.0,1.0,0.0,0.0,1.0,0.0,119
0.27647853,0.40137094,0.0,1.0,0.0,0.0,1.0,0.0,120
0.28107598,0.40444732,0.0,1.0,0.0,0.0,1.0,0.0,121
0.2877592,0.35394076,0.0,1.0,0.0,0.0,1.0,0.0,122
0.32397193,0.37709123,0.0,0.007618699,0.0,0.0,0.0,1.0,123
0.32278812,0.38396716,0.0,1.0,0.0,0.0,0.0,1.0,124
0.32750845,0.3869186,0.0,1.0,0.0,0.0,0.0,1.0,125
0.3335952,0.38427842,0.0,1.0,0.0,0.0,0.0,1.0,126
0.33945417,0.39041623,0.0,1.0,0.0,0.0,0.0,1.0,127
0.34412745,0.39370582,0.0,1.0,0.0,0.0,1.0,0.0,128
0.3516843,0.39791662,0.0,1.0,0.0,0.0,1.0,0.0,129
0.3605924,0.40447858,0.0,1.0,0.0,0.0,1.0,0.0,130
0.36137387,0.38408896,0.0,1.0,0.0,0.0,1.0,0.0,131
0.2859523,0.36174074,0.0,1.0,0.0,0.0,1.0,0.0,132
0.35771647,0.39208102,0.0,1.0,0.0,0.0,1.0,0.0,133
0.3458137,0.37243992,0.0,1.0,0.0,0.0,1.0,0.0,134
0.34055457,0.379179,0.0,1.0,0.0,0.0,1.0,0.0,135
0.33204338,0.36208683,0.0,1.0,0.0,0.0,1.0,0.0,136
0.3269085,0.36893043,0.0,1.0,0.0,0.0,1.0,0.0,137
0.31824255,0.3518107,0.0,1.0,0.0,0.0,1.0,0.0,138
0.31309173,0.3586417,0.0,1.0,0.0,0.0,1.0,0.0,139
0.30426118,0.34150863,0.0,1.0,0.0,0.0,1.0,0.0,140
0.29908413,0.34840524,0.0,1.0,0.0,0.0,1.0,0.0,141
0.29448652,0.36434215,0.0,1.0,0.0,0.0,1.0,0.0,142
0.29617217,0.35646954,0.0,1.0,0.0,0.0,1.0,0.0,143
0.305801,0.3637643,0.0,1.0,0.0,0.0,0.0,1.0,144
0.2984957,0.3686308,0.0,1.0,0.0,0.0,0.0,1.0,145
0.30325627,0.37584245,0.0,1.0,0.0,0.0,0.0,1.0,146
0.31079605,0.3711949,0.0,0.0077396655,0.0,0.0,0.0,1.0,147
0.31453982,0.37567735,1.0,0.001198249,0.0,0.0,0.0,1.0,148
0.32766494,0.30498132,0.0,1.0,0.0,0.0,0.0,1.0,149
0.37511078,0.35191876,0.0,1.0,0.0,0.0,1.0,0.0,150
0.3781538,0.35565907,0.0,1.0,0.0,0.0,1.0,0.0,151
0.3726942,0.3608424,0.0,1.0,0.0,0.0,1.0,0.0,152
0.3629381,0.35348985,0.0,1.0,0.0,0.0,1.0,0.0,153
0.37040368,0.34851798,0.0,1.0,0.0,0.0,1.0,0.0,154
0.3653925,0.3410077,0.0,1.0,0.0,0.0,1.0,0.0,155
0.35783523,0.34600204,0.0,1.0,0.0,0.0,1.0,0.0,156
0.3513198,0.34482867,0.0,1.0,0.0,0.0,1.0,0.0,157
0.3467095,0.34141237,0.0,1.0,0.0,0.0,1.0,0.0,158
0.35259205,0.3382703,0.0,1.0,0.0,0.0,1.0,0.0,159
0.32983413,0.2967362,0.0,1.0,0.0,0.0,0.0,1.0,160
0.3557695,0.33398136,0.0,1.0,0.0,0.0,1.0,0.0,161
0.33764294,0.32074413,0.0,1.0,0.0,0.0,0.0,1.0,162
0.33436015,0.32524508,0.0,1.0,0.0,0.0,0.0,1.0,163
0.33305484,0.33175167,0.0,1.0,0.0,0.0,0.0,1.0,164
0.32856593,0.32799008,0.0,1.0,0.0,0.0,0.0,1.0,165
0.32169718,0.32222322,0.0,1.0,0.0,0.0,0.0,1.0,166
0.3290651,0.31737596,0.0,1.0,0.0,0.0,0.0,1.0,167
0.32367888,0.31039143,0.0,1.0,0.0,0.0,0.0,1.0,168
0.31616884,0.31555048,0.0,1.0,0.0,0.0,0.0,1.0,169
0.33770224,0.30003786,0.0,1.0,0.0,0.0,0.0,1.0,170
0.30924782,0.324789,0.0,1.0,0.0,0.0,0.0,1.0,171
0.30660117,0.33375642,0.0,1.0,0.0,0.0,1.0,0.0,172
0.31531832,0.3361434,0.0,1.0,0.0,0.0,0.0,1.0,173
0.31798494,0.3272666,0.0,1.0,0.0,0.0,0.0,1.0,174
0.32265726,0.34569138,0.0,1.0,0.0,0.0,0.0,1.0,175
0.33648932,0.35588366,0.0,1.0,0.0,0.0,1.0,0.0,176
0.34184635,0.35225576,0.0,1.0,0.0,0.0,0.0,0.0,177
0.347549,0.36008582,0.0,1.0,0.0,0.0,1.0,0.0,178
0.3552027,0.3549124,0.0,1.0,0.0,0.0,1.0,0.0,179
0.33592245,0.30806693,0.0,1.0,0.0,0.0,0.0,1.0,180
0.36026305,0.3624513,0.0,1.0,0.0,0.0,1.0,0.0,181
0.35245752,0.36755648,0.0,1.0,0.0,0.0,1.0,0.0,182
0.3620514,0.3747549,0.0,1.0,0.0,0.0,1.0,0.0,183
0.36481708,0.3658759,0.0,1.0,0.0,0.0,1.0,0.0,184
0.372289,0.36767787,0.0,1.0,0.0,0.0,1.0,0.0,185
0.37056857,0.37809598,0.0,1.0,0.0,0.0,1.0,0.0,186
0.3413984,0.3102602,0.0,1.0,0.0,0.0,0.0,1.0,187
0.34578538,0.31871346,0.0,1.0,0.0,0.0,1.0,0.0,188
0.35536048,0.32575652,0.0,1.0,0.0,0.0,1.0,0.0,189
0.36516133,0.32661095,0.0,1.0,0.0,0.0,1.0,0.0,190
0.37027392,0.33511832,0.0,1.0,0.0,0.0,1.0,0.0,191
0.38491157,0.35671675,0.0,1.0,0.0,0.0,0.0,1.0,192
0.39338335,0.3942306,0.0,1.0,0.0,0.0,0.0,1.0,193
0.40041065,0.38915035,0.0,1.0,0.0,0.0,0.0,1.0,194
0.4081346,0.39556125,0.0,1.0,0.0,0.0,0.0,1.0,195
0.40650746,0.4005853,0.0,1.0,0.0,0.0,0.0,1.0,196
0.398311,0.4016973,0.0,1.0,0.0,0.0,0.0,1.0,197
0.40786362,0.40885627,0.0,1.0,0.0,0.0,0.0,1.0,198
0.41566774,0.41252798,0.0,1.0,0.0,0.0,0.0,1.0,199
0.41756544,0.40469253,0.0,1.0,0.0,0.0,0.0,1.0,200
0.42073074,0.40195024,0.0,1.0,0.0,0.0,0.0,1.0,201
0.42555824,0.41081965,0.0,1.0,0.0,0.0,0.0,1.0,202
0.38850936,0.36366743,0.0,1.0,0.0,0.0,0.0,1.0,203
0.42030108,0.41581464,0.0,1.0,0.0,0.0,0.0,1.0,204
0.42470127,0.42151985,0.0,1.0,0.0,0.0,0.0,1.0,205
0.43041334,0.41912505,0.0,1.0,0.0,0.0,0.0,1.0,206
0.43419865,0.41638973,0.0,1.0,0.0,0.0,0.0,1.0,207
0.43708822,0.41450983,0.0,1.0,0.0,0.0,0.0,1.0,208
0.43937364,0.41296038,0.0,1.0,0.0,0.0,0.0,1.0,209
0.3848043,0.36976805,0.0,1.0,0.0,0.0,0.0,1.0,210
0.39330906,0.37819943,0.0,1.0,0.0,0.0,0.0,1.0,211
0.39169788,0.38206613,0.0,1.0,0.0,0.0,0.0,1.0,212
0.38299593,0.3793966,0.0,1.0,0.0,0.0,0.0,1.0,213
0.37896767,0.3756679,0.0,1.0,0.0,0.0,0.0,1.0,214
0.37947363,0.3877567,0.0,1.0,0.0,0.0,0.0,1.0,215
0.38884035,0.3908438,0.0,1.0,0.0,0.0,0.0,1.0,216
0.37258115,0.4125971,0.0,1.0,0.0,0.0,1.0,0.0,217
0.38640925,0.41334847,0.0,1.0,0.0,0.0,1.0,0.0,218
0.37424764,0.4041627,0.0,1.0,0.0,0.0,1.0,0.0,219
0.41934213,0.4269975,0.0,1.0,0.0,0.0,1.0,0.0,220
0.4054628,0.41662368,0.0,1.0,0.0,0.0,1.0,0.0,221
0.39148888,0.40632245,0.0,1.0,0.0,0.0,1.0,0.0,222
0.37812197,0.39631948,0.0,1.0,0.0,0.0,1.0,0.0,223
0.38301975,0.4196819,0.0,1.0,0.0,0.0,1.0,0.0,224
0.3968906,0.42991656,0.0,1.0,0.0,0.0,1.0,0.0,225
0.40738097,0.43819052,0.0,1.0,0.0,0.0,1.0,0.0,226
0.40991598,0.44215158,0.0,1.0,0.0,0.0,1.0,0.0,227
0.4229967,0.44982344,0.0,1.0,0.0,0.0,0.0,1.0,228
0.42945528,0.45484307,0.0,1.0,0.0,0.0,0.0,1.0,229
0.4142113,0.4338452,0.0,1.0,0.0,0.0,1.0,0.0,230
0.4003629,0.42365256,0.0,1.0,0.0,0.0,1.0,0.0,231
0.4344465,0.45915672,0.0,1.0,0.0,0.0,1.0,0.0,232
0.4511684,0.44366464,0.0,1.0,0.0,0.0,1.0,0.0,233
0.4944825,0.42192402,0.0,1.0,0.0,0.0,1.0,0.0,234
0.52039826,0.4098182,0.0,1.0,0.0,0.0,1.0,0.0,235
0.5326925,0.4040189,0.0,1.0,0.0,0.0,1.0,0.0,236
0.54840696,0.40232503,0.0,1.0,0.0,0.0,1.0,0.0,237
0.5468812,0.39816052,0.0,1.0,0.0,0.0,1.0,0.0,238
0.54320586,0.39458022,0.0,1.0,0.0,0.0,1.0,0.0,239
0.54915357,0.39174044,0.0,1.0,0.0,0.0,1.0,0.0,240
0.5540227,0.3978439,0.0,1.0,0.0,0.0,1.0,0.0,241
0.5575158,0.39391547,0.0,1.0,0.0,0.0,1.0,0.0,242
0.4820876,0.37155405,0.0,1.0,0.0,0.0,0.0,1.0,243
0.429507,0.3289285,0.0,1.0,0.0,0.0,0.0,1.0,244
0.42292508,0.32362056,0.0,1.0,0.0,0.0,0.0,1.0,245
0.41628566,0.31825888,0.0,1.0,0.0,0.0,0.0,1.0,246
0.4096241,0.31307516,0.0,1.0,0.0,0.0,0.0,1.0,247
0.40471178,0.2948831,0.0,1.0,0.0,0.0,0.0,1.0,248
0.40739647,0.29808012,0.0,1.0,0.0,0.0,0.0,1.0,249
0.4105356,0.30090955,0.0,1.0,0.0,0.0,0.0,1.0,250
0.41382346,0.30384007,0.0,1.0,0.0,0.0,0.0,1.0,251
0.41612673,0.30773264,0.0,1.0,0.0,0.0,0.0,1.0,252
0.4186452,0.3114191,0.0,1.0,0.0,0.0,0.0,1.0,253
0.47560576,0.36625805,0.0,1.0,0.0,0.0,0.0,1.0,254
0.4354004,0.32643303,0.0,1.0,0.0,0.0,0.0,1.0,255
0.44807732,0.33589098,0.0,1.0,0.0,0.0,0.0,1.0,256
0.45215455,0.33756417,0.0,1.0,0.0,0.0,0.0,1.0,257
0.45607504,0.33935654,0.0,1.0,0.0,0.0,0.0,1.0,258
0.45329368,0.3336324,0.0,1.0,0.0,0.0,0.0,1.0,259
0.46342927,0.33718497,0.0,1.0,0.0,0.0,0.0,0.0,260
0.4594986,0.3419112,0.0,1.0,0.0,0.0,0.0,1.0,261
0.46290565,0.34458134,0.0,1.0,0.0,0.0,0.0,1.0,262
0.4668634,0.3395897,0.0,1.0,0.0,0.0,0.0,1.0,263
0.47279325,0.33963203,0.0,1.0,0.0,0.0,0.0,1.0,264
0.4662576,0.34736735,0.0,1.0,0.0,0.0,0.0,1.0,265
0.46951962,0.3500899,0.0,1.0,0.0,0.0,0.0,1.0,266
0.47361544,0.34502685,0.0,1.0,0.0,0.0,0.0,1.0,267
0.4768259,0.3411555,0.0,1.0,0.0,0.0,0.0,1.0,268
0.48047644,0.33913836,0.0,1.0,0.0,0.0,0.0,1.0,269
0.48043388,0.34311187,0.0,1.0,0.0,0.0,0.0,1.0,270
0.47682723,0.3477014,0.0,1.0,0.0,0.0,0.0,1.0,271
0.46780002,0.35765246,0.0,1.0,0.0,0.0,0.0,1.0,272
0.47416994,0.3510187,0.0,1.0,0.0,0.0,0.0,1.0,273
0.47154504,0.35425842,0.0,1.0,0.0,0.0,0.0,1.0,274
0.47759613,0.3537254,0.0,1.0,0.0,0.0,0.0,1.0,275
0.48024067,0.35039967,0.0,1.0,0.0,0.0,0.0,1.0,276
0.48412463,0.34525678,0.0,1.0,0.0,0.0,0.0,1.0,277
0.49137273,0.34354967,0.0,1.0,0.0,0.0,0.0,1.0,278
0.48746234,0.3478446,0.0,1.0,0.0,0.0,0.0,1.0,279
0.4834031,0.35282487,0.0,1.0,0.0,0.0,0.0,1.0,280
0.48073807,0.3561999,0.0,1.0,0.0,0.0,0.0,1.0,281
0.46172327,0.35512835,0.0,1.0,0.0,0.0,0.0,1.0,282
0.48401916,0.35903725,0.0,1.0,0.0,0.0,0.0,1.0,283
0.486711,0.35559475,0.0,1.0,0.0,0.0,0.0,1.0,284
0.4907762,0.3504992,0.0,1.0,0.0,0.0,0.0,1.0,285
0.49528414,0.34530628,0.0,1.0,0.0,0.0,0.0,1.0,286
0.50227773,0.34301952,0.0,1.0,0.0,0.0,0.0,1.0,287
0.50245184,0.34922796,0.0,1.0,0.0,0.0,0.0,1.0,288
0.49912965,0.3470863,0.0,1.0,0.0,0.0,0.0,1.0,289
0.49409115,0.35331246,0.0,1.0,0.0,0.0,0.0,1.0,290
0.4971954,0.35595602,0.0,1.0,0.0,0.0,0.0,1.0,291
0.49310818,0.36082354,0.0,1.0,0.0,0.0,0.0,1.0,292
0.45612994,0.3503599,0.0,1.0,0.0,0.0,0.0,1.0,293
0.49009934,0.35824817,0.0,1.0,0.0,0.0,0.0,1.0,294
0.48733214,0.36173716,0.0,1.0,0.0,0.0,0.0,1.0,295
0.490444,0.36424392,0.0,1.0,0.0,0.0,0.0,1.0,296
0.48798808,0.36763853,0.0,1.0,0.0,0.0,0.0,1.0,297
0.484793,0.36495486,0.0,1.0,0.0,0.0,0.0,1.0,298
0.4032127,0.30737588,0.0,1.0,0.0,0.0,0.0,0.0,299
0.46675348,0.36203387,0.0,1.0,0.0,0.0,0.0,1.0,300
0.4175222,0.29797992,0.0,1.0,0.0,0.0,0.0,1.0,301
0.41488484,0.29582766,0.0,1.0,0.0,0.0,0.0,1.0,302
0.41193497,0.2925216,0.0,1.0,0.0,0.0,0.0,1.0,303
0.44943604,0.34518778,0.0,1.0,0.0,0.0,0.0,1.0,304
0.409704,0.28812134,0.0,1.0,0.0,0.0,0.0,1.0,305
0.4427806,0.33962968,0.0,1.0,0.0,0.0,0.0,1.0,306
0.43621355,0.33428466,0.0,1.0,0.0,0.0,0.0,1.0,307
0.42936885,0.44506848,0.0,1.0,0.0,0.0,0.0,1.0,308
0.46450293,0.41879904,0.0,1.0,0.0,0.0,0.0,1.0,309
0.45721263,0.42131144,0.0,1.0,0.0,0.0,0.0,1.0,310
0.46734163,0.4252351,0.0,1.0,0.0,0.0,0.0,1.0,311
0.47516593,0.41798836,0.0,1.0,0.0,0.0,0.0,0.0,312
0.46299398,0.4118519,0.0,1.0,0.0,0.0,0.0,1.0,313
0.45232,0.4098479,0.0,1.0,0.0,0.0,0.0,1.0,314
0.45448864,0.405359,0.0,1.0,0.0,0.0,0.0,1.0,315
0.456415,0.4009707,0.0,1.0,0.0,0.0,0.0,1.0,316
0.4573964,0.3934735,0.0,1.0,0.0,0.0,0.0,1.0,317
0.46229953,0.39667755,0.0,1.0,0.0,0.0,0.0,1.0,318
0.43093276,0.4342814,0.0,1.0,0.0,0.0,0.0,1.0,319
0.46935716,0.40281203,0.0,1.0,0.0,0.0,0.0,1.0,320
0.475503,0.4049452,0.0,1.0,0.0,0.0,0.0,1.0,321
0.48100594,0.41146734,0.0,1.0,0.0,0.0,0.0,1.0,322
0.4943666,0.41068727,0.0,1.0,0.0,0.0,0.0,1.0,323
0.4867294,0.40502268,0.0,1.0,0.0,0.0,0.0,1.0,324
0.4812133,0.3979264,0.0,1.0,0.0,0.0,0.0,1.0,325
0.47512904,0.3956777,0.0,1.0,0.0,0.0,0.0,1.0,326
0.46749344,0.38947195,0.0,1.0,0.0,0.0,0.0,1.0,327
0.4636259,0.38432434,0.0,1.0,0.0,0.0,0.0,1.0,328
0.436876,0.43430027,0.0,1.0,0.0,0.0,0.0,1.0,329
0.46952772,0.37660724,0.0,1.0,0.0,0.0,0.0,1.0,330
0.47422487,0.38081,0.0,1.0,0.0,0.0,0.0,1.0,331
0.48228097,0.38694915,0.0,1.0,0.0,0.0,0.0,1.0,332
0.48838767,0.38889128,0.0,1.0,0.0,0.0,0.0,1.0,333
0.4845899,0.3935977,0.0,1.0,0.0,0.0,0.0,1.0,334
0.4914896,0.3991857,0.0,1.0,0.0,0.0,0.0,1.0,335
0.49637878,0.39825258,0.0,1.0,0.0,0.0,0.0,1.0,336
0.4960352,0.39298108,0.0,1.0,0.0,0.0,0.0,1.0,337
0.50609595,0.40109456,0.0,1.0,0.0,0.0,0.0,1.0,338
0.5029752,0.40349728,0.0,1.0,0.0,0.0,0.0,1.0,339
0.45104885,0.43410072,0.0,1.0,0.0,0.0,0.0,1.0,340
0.50010675,0.40596676,0.0,1.0,0.0,0.0,0.0,1.0,341
0.45203534,0.42432335,0.0,1.0,0.0,0.0,0.0,1.0,342
0.45564362,0.42963538,0.0,1.0,0.0,0.0,0.0,1.0,343
0.45852286,0.42614263,0.0,1.0,0.0,0.0,0.0,1.0,344
0.46132153,0.42254174,0.0,1.0,0.0,0.0,0.0,1.0,345
0.42595395,0.39402607,0.0,1.0,0.0,0.0,0.0,1.0,346
0.4063486,0.37257496,0.0,1.0,0.0,0.0,0.0,1.0,347
0.40572992,0.3641551,0.0,1.0,0.0,0.0,0.0,1.0,348
0.40920502,0.35957688,0.0,1.0,0.0,0.0,0.0,1.0,349
0.4189749,0.35657185,0.0,1.0,0.0,0.0,0.0,1.0,350
0.4144375,0.3489981,0.0,1.0,0.0,0.0,0.0,1.0,351
0.4071441,0.35328352,0.0,1.0,0.0,0.0,0.0,1.0,352
0.4034414,0.34926432,0.0,1.0,0.0,0.0,0.0,1.0,353
0.39949697,0.34607062,0.0,1.0,0.0,0.0,0.0,1.0,354
0.39503112,0.3438069,0.0,1.0,0.0,0.0,0.0,0.0,355
0.39744708,0.33998403,0.0,1.0,0.0,0.0,0.0,0.0,356
0.42814514,0.38996884,0.0,1.0,0.0,0.0,0.0,1.0,357
0.40046087,0.33689758,0.0,1.0,0.0,0.0,0.0,1.0,358
0.4186634,0.34325552,0.0,1.0,0.0,0.0,0.0,0.0,359
0.42085564,0.3346813,0.0,1.0,0.0,0.0,0.0,1.0,360
0.41227305,0.32778654,0.0,1.0,0.0,0.0,0.0,1.0,361
0.40733013,0.33415914,0.0,1.0,0.0,0.0,0.0,1.0,362
0.39898005,0.3174567,0.0,1.0,0.0,0.0,0.0,1.0,363
0.39153072,0.3218316,0.0,1.0,0.0,0.0,0.0,1.0,364
