source,target,type,source_type,target_type,0
196,159,cerca_de,cuadra,water_channel,0.1362452
197,35,cerca_de,cuadra,water_channel,0.5859416
197,159,cerca_de,cuadra,water_channel,0.25590026
198,35,cerca_de,cuadra,water_channel,0.564326
198,159,cerca_de,cuadra,water_channel,0.28772354
199,35,cerca_de,cuadra,water_channel,0.56834495
199,159,cerca_de,cuadra,water_channel,0.17672424
200,35,cerca_de,cuadra,water_channel,0.7722009
200,159,cerca_de,cuadra,water_channel,0.056630313
201,35,cerca_de,cuadra,water_channel,0.8928208
201,159,cerca_de,cuadra,water_channel,0.0061886706
202,35,cerca_de,cuadra,water_channel,0.77087617
202,159,cerca_de,cuadra,water_channel,0.02867028
203,159,cerca_de,cuadra,water_channel,0.007045972
204,35,cerca_de,cuadra,water_channel,0.5896081
204,159,cerca_de,cuadra,water_channel,0.15174596
205,35,cerca_de,cuadra,water_channel,0.542672
205,159,cerca_de,cuadra,water_channel,0.23120792
206,35,cerca_de,cuadra,water_channel,0.54655707
206,159,cerca_de,cuadra,water_channel,0.04003611
207,35,cerca_de,cuadra,water_channel,0.69036573
207,159,cerca_de,cuadra,water_channel,0.019230206
208,35,cerca_de,cuadra,water_channel,0.82564116
208,159,cerca_de,cuadra,water_channel,0.039596353
209,35,cerca_de,cuadra,water_channel,0.90030223
209,159,cerca_de,cuadra,water_channel,0.030841142
210,159,cerca_de,cuadra,water_channel,0.043272894
211,159,cerca_de,cuadra,water_channel,0.0016369611
212,35,cerca_de,cuadra,water_channel,0.9003177
212,159,cerca_de,cuadra,water_channel,0.040383644
213,35,cerca_de,cuadra,water_channel,0.7999827
213,159,cerca_de,cuadra,water_channel,0.11124474
214,35,cerca_de,cuadra,water_channel,0.7946581
214,159,cerca_de,cuadra,water_channel,0.20903488
215,35,cerca_de,cuadra,water_channel,0.6700171
215,159,cerca_de,cuadra,water_channel,0.31511948
216,35,cerca_de,cuadra,water_channel,0.6339014
216,159,cerca_de,cuadra,water_channel,0.15984774
217,35,cerca_de,cuadra,water_channel,0.11121054
217,159,cerca_de,cuadra,water_channel,0.8211443
218,35,cerca_de,cuadra,water_channel,0.1965025
218,159,cerca_de,cuadra,water_channel,0.5995288
219,35,cerca_de,cuadra,water_channel,0.2740183
219,159,cerca_de,cuadra,water_channel,0.62523335
220,35,cerca_de,cuadra,water_channel,0.33952385
220,159,cerca_de,cuadra,water_channel,0.3801202
220,162,cerca_de,cuadra,water_channel,0.886441
221,35,cerca_de,cuadra,water_channel,0.36676466
221,159,cerca_de,cuadra,water_channel,0.39339855
222,35,cerca_de,cuadra,water_channel,0.39055717
222,159,cerca_de,cuadra,water_channel,0.4064023
223,35,cerca_de,cuadra,water_channel,0.44911575
223,159,cerca_de,cuadra,water_channel,0.43730322
224,35,cerca_de,cuadra,water_channel,0.09696039
224,159,cerca_de,cuadra,water_channel,0.8096915
225,35,cerca_de,cuadra,water_channel,0.07710933
225,159,cerca_de,cuadra,water_channel,0.7944342
226,35,cerca_de,cuadra,water_channel,0.10896312
226,159,cerca_de,cuadra,water_channel,0.7825642
226,162,cerca_de,cuadra,water_channel,0.8672561
227,35,cerca_de,cuadra,water_channel,0.05061181
227,159,cerca_de,cuadra,water_channel,0.79995024
227,162,cerca_de,cuadra,water_channel,0.7069876
228,35,cerca_de,cuadra,water_channel,0.047725815
228,159,cerca_de,cuadra,water_channel,0.8283444
228,162,cerca_de,cuadra,water_channel,0.47453052
229,35,cerca_de,cuadra,water_channel,0.049776588
229,159,cerca_de,cuadra,water_channel,0.91755956
229,162,cerca_de,cuadra,water_channel,0.346239
230,35,cerca_de,cuadra,water_channel,0.14985098
230,159,cerca_de,cuadra,water_channel,0.57180315
230,162,cerca_de,cuadra,water_channel,0.7994696
231,35,cerca_de,cuadra,water_channel,0.17259626
231,159,cerca_de,cuadra,water_channel,0.5861883
232,35,cerca_de,cuadra,water_channel,0.047727615
232,159,cerca_de,cuadra,water_channel,0.9579902
232,162,cerca_de,cuadra,water_channel,0.22765996
233,35,cerca_de,cuadra,water_channel,0.20529336
233,159,cerca_de,cuadra,water_channel,0.3735379
233,162,cerca_de,cuadra,water_channel,0.3532172
234,35,cerca_de,cuadra,water_channel,0.96181905
234,159,cerca_de,cuadra,water_channel,0.08865699
234,162,cerca_de,cuadra,water_channel,0.65033126
234,163,cerca_de,cuadra,water_channel,0.79680187
235,159,cerca_de,cuadra,water_channel,0.96542376
235,163,cerca_de,cuadra,water_channel,0.772792
236,163,cerca_de,cuadra,water_channel,0.7514523
236,165,cerca_de,cuadra,water_channel,0.7547079
237,163,cerca_de,cuadra,water_channel,0.83574027
237,165,cerca_de,cuadra,water_channel,0.78059876
238,163,cerca_de,cuadra,water_channel,0.92682135
238,165,cerca_de,cuadra,water_channel,0.70109385
239,165,cerca_de,cuadra,water_channel,0.6850524
240,165,cerca_de,cuadra,water_channel,0.53017145
241,163,cerca_de,cuadra,water_channel,0.9260514
241,165,cerca_de,cuadra,water_channel,0.63786125
242,163,cerca_de,cuadra,water_channel,0.9807751
242,165,cerca_de,cuadra,water_channel,0.47650298
243,159,cerca_de,cuadra,water_channel,0.97270685
243,165,cerca_de,cuadra,water_channel,0.6736702
244,159,cerca_de,cuadra,water_channel,0.76837325
244,165,cerca_de,cuadra,water_channel,0.11771119
245,157,cerca_de,cuadra,water_channel,0.93588585
245,159,cerca_de,cuadra,water_channel,0.6712799
245,165,cerca_de,cuadra,water_channel,0.10622606
246,157,cerca_de,cuadra,water_channel,0.8004021
246,159,cerca_de,cuadra,water_channel,0.5805033
246,165,cerca_de,cuadra,water_channel,0.12780969
247,157,cerca_de,cuadra,water_channel,0.69111437
247,159,cerca_de,cuadra,water_channel,0.53205526
247,165,cerca_de,cuadra,water_channel,0.21966796
248,157,cerca_de,cuadra,water_channel,0.30678183
248,159,cerca_de,cuadra,water_channel,0.70486987
248,165,cerca_de,cuadra,water_channel,0.08985422
249,157,cerca_de,cuadra,water_channel,0.3525782
249,159,cerca_de,cuadra,water_channel,0.70796114
249,165,cerca_de,cuadra,water_channel,0.07733815
250,157,cerca_de,cuadra,water_channel,0.41627046
250,159,cerca_de,cuadra,water_channel,0.71981966
250,165,cerca_de,cuadra,water_channel,0.07472638
251,157,cerca_de,cuadra,water_channel,0.47996444
251,159,cerca_de,cuadra,water_channel,0.7276991
251,165,cerca_de,cuadra,water_channel,0.060672447
252,157,cerca_de,cuadra,water_channel,0.582272
252,159,cerca_de,cuadra,water_channel,0.7379958
252,165,cerca_de,cuadra,water_channel,0.068634905
253,157,cerca_de,cuadra,water_channel,0.69177294
253,159,cerca_de,cuadra,water_channel,0.75865555
253,165,cerca_de,cuadra,water_channel,0.08219479
254,165,cerca_de,cuadra,water_channel,0.5766001
255,157,cerca_de,cuadra,water_channel,0.996516
255,159,cerca_de,cuadra,water_channel,0.894917
255,165,cerca_de,cuadra,water_channel,0.030994613
256,165,cerca_de,cuadra,water_channel,0.085741945
257,165,cerca_de,cuadra,water_channel,0.08337239
258,165,cerca_de,cuadra,water_channel,0.10503277
259,165,cerca_de,cuadra,water_channel,0.0031195565
260,165,cerca_de,cuadra,water_channel,0.072301164
261,165,cerca_de,cuadra,water_channel,0.14167337
262,165,cerca_de,cuadra,water_channel,0.16491945
263,165,cerca_de,cuadra,water_channel,0.070795216
264,165,cerca_de,cuadra,water_channel,0.068914294
265,165,cerca_de,cuadra,water_channel,0.18405874
266,165,cerca_de,cuadra,water_channel,0.23522079
267,165,cerca_de,cuadra,water_channel,0.15980664
268,165,cerca_de,cuadra,water_channel,0.08788568
269,157,cerca_de,cuadra,water_channel,0.9252055
269,165,cerca_de,cuadra,water_channel,0.036229964
270,157,cerca_de,cuadra,water_channel,0.99095106
270,165,cerca_de,cuadra,water_channel,0.0882864
271,165,cerca_de,cuadra,water_channel,0.23101671
272,165,cerca_de,cuadra,water_channel,0.43288395
273,165,cerca_de,cuadra,water_channel,0.29604608
274,165,cerca_de,cuadra,water_channel,0.3701285
275,165,cerca_de,cuadra,water_channel,0.36045226
276,165,cerca_de,cuadra,water_channel,0.27347133
277,157,cerca_de,cuadra,water_channel,0.95897025
277,165,cerca_de,cuadra,water_channel,0.117633075
278,157,cerca_de,cuadra,water_channel,0.86600894
278,165,cerca_de,cuadra,water_channel,0.09942484
279,157,cerca_de,cuadra,water_channel,0.9482255
279,165,cerca_de,cuadra,water_channel,0.13730668
280,165,cerca_de,cuadra,water_channel,0.31499186
281,165,cerca_de,cuadra,water_channel,0.39687556
282,165,cerca_de,cuadra,water_channel,0.38718125
